player,team,plays,ladders,model
Mikal Bridges,NYK,[],[],"{'pts': 15.0468645, 'reb': 3.6705496, 'ast': 2.8218837, 'threes': 1.3782701, 'stl': 1.0731986, 'blk': 0.03166008, 'tov': 1.7795094, 'pra': 21.539299}"
Mitchell Robinson,NYK,[],[],"{'pts': 11.388077, 'reb': 6.871769, 'ast': 1.4702482, 'threes': 0.6161848, 'stl': 1.251344, 'blk': 0.8860469, 'tov': 1.934426, 'pra': 19.730095}"
Mo Bamba,UTA,[],[],"{'pts': 4.403658, 'reb': 5.9520025, 'ast': 1.4591, 'threes': 0.0, 'stl': 0.83935523, 'blk': 0.7319593, 'tov': 1.6453873, 'pra': 11.81476}"
Mohamed Diawara,NYK,[],[],"{'pts': 12.185651, 'reb': 3.06844, 'ast': 2.2423673, 'threes': 1.2027574, 'stl': 1.1869967, 'blk': 0.64595455, 'tov': 1.109838, 'pra': 17.496458}"
Moses Moody,GSW,[],[],"{'pts': 11.006637, 'reb': 2.9229016, 'ast': 2.5448432, 'threes': 1.2619207, 'stl': 1.3802602, 'blk': 0.105740726, 'tov': 1.6546984, 'pra': 16.474382}"
Moussa Cisse,DAL,[],[],"{'pts': 9.947238, 'reb': 6.2673216, 'ast': 1.0277712, 'threes': 0.9507405, 'stl': 0.78555083, 'blk': 1.2663567, 'tov': 0.9634758, 'pra': 17.24233}"
Myron Gardner,MIA,[],[],"{'pts': 8.875704, 'reb': 3.8148081, 'ast': 1.8994999, 'threes': 1.1031258, 'stl': 0.5527009, 'blk': 0.68234783, 'tov': 1.2768741, 'pra': 14.590012}"
Nae'Qwan Tomlin,CLE,[],[],"{'pts': 10.308136, 'reb': 4.3821354, 'ast': 1.6726599, 'threes': 0.63609856, 'stl': 0.9530777, 'blk': 0.35884163, 'tov': 1.6033301, 'pra': 16.36293}"
Nate Williams,GSW,[],[],"{'pts': 12.635566, 'reb': 3.6327093, 'ast': 2.3364947, 'threes': 0.8825547, 'stl': 1.2132614, 'blk': 0.3109359, 'tov': 1.7318745, 'pra': 18.604769}"
Nigel Hayes-Davis,PHX,[],[],"{'pts': 8.308922, 'reb': 3.8872573, 'ast': 1.2265697, 'threes': 0.73062307, 'stl': 0.7464474, 'blk': 0.49228024, 'tov': 1.5177064, 'pra': 13.422749}"
Nikola Jokić,DEN,[],[],"{'pts': 19.12735, 'reb': 9.260159, 'ast': 5.303086, 'threes': 0.860369, 'stl': 2.0511906, 'blk': 0.78260213, 'tov': 4.495703, 'pra': 33.690594}"
Nique Clifford,SAC,[],[],"{'pts': 13.15635, 'reb': 5.9423876, 'ast': 2.9710252, 'threes': 0.5787021, 'stl': 1.2500639, 'blk': 0.0, 'tov': 2.4829166, 'pra': 22.069763}"
Noah Penda,ORL,[],[],"{'pts': 9.349451, 'reb': 5.0248976, 'ast': 1.9598002, 'threes': 0.39441484, 'stl': 0.8431239, 'blk': 0.48824424, 'tov': 1.4407693, 'pra': 16.334148}"
Nolan Traore,BKN,[],[],"{'pts': 12.403179, 'reb': 3.7579057, 'ast': 3.6845999, 'threes': 0.69280976, 'stl': 1.3370667, 'blk': 0.0, 'tov': 2.2770662, 'pra': 19.845684}"
Norchad Omier,LAC,[],[],"{'pts': 10.386935, 'reb': 4.629977, 'ast': 1.980726, 'threes': 0.650417, 'stl': 0.87702566, 'blk': 0.66775584, 'tov': 1.5423793, 'pra': 16.997639}"
Ochai Agbaji,BKN,[],[],"{'pts': 9.8256445, 'reb': 3.2650077, 'ast': 1.968698, 'threes': 0.9471945, 'stl': 0.92528033, 'blk': 0.7226076, 'tov': 1.1213778, 'pra': 15.059351}"
Olivier-Maxence Prosper,MEM,[],[],"{'pts': 14.619027, 'reb': 5.020934, 'ast': 1.6598415, 'threes': 1.8057818, 'stl': 0.737688, 'blk': 0.24788183, 'tov': 1.8104398, 'pra': 21.299803}"
Pat Spencer,GSW,[],[],"{'pts': 11.139504, 'reb': 3.5594537, 'ast': 3.2074504, 'threes': 1.2701981, 'stl': 1.2153308, 'blk': 0.05405283, 'tov': 2.1307483, 'pra': 17.906408}"
Paul George,PHI,[],[],"{'pts': 15.39231, 'reb': 2.9068177, 'ast': 3.3252091, 'threes': 2.0877297, 'stl': 1.3656957, 'blk': 0.6054652, 'tov': 1.304074, 'pra': 21.624336}"
Quinten Post,GSW,[],[],"{'pts': 12.9176655, 'reb': 5.421467, 'ast': 2.2690415, 'threes': 1.0430555, 'stl': 0.7703737, 'blk': 1.0144029, 'tov': 1.1554935, 'pra': 20.608173}"
Rasheer Fleming,PHX,[],[],"{'pts': 6.7260942, 'reb': 4.5074663, 'ast': 0.9600241, 'threes': 0.7629693, 'stl': 0.7538497, 'blk': 0.3371276, 'tov': 1.5775063, 'pra': 12.193584}"
Rayan Rupert,MEM,[],[],"{'pts': 6.888791, 'reb': 3.8210561, 'ast': 0.5493915, 'threes': 0.97036463, 'stl': 0.74751663, 'blk': 0.5941513, 'tov': 0.97947836, 'pra': 11.259239}"
Rocco Zikarsky,MIN,[],[],"{'pts': 11.222186, 'reb': 3.8154652, 'ast': 1.8403769, 'threes': 0.97956675, 'stl': 0.8704143, 'blk': 0.5648602, 'tov': 1.4574938, 'pra': 16.878029}"
Ryan Kalkbrenner,CHA,[],[],"{'pts': 10.864923, 'reb': 5.298276, 'ast': 1.7798805, 'threes': 0.7341066, 'stl': 0.9580738, 'blk': 0.63217306, 'tov': 1.628504, 'pra': 17.943079}"
Ryan Nembhard,DAL,[],[],"{'pts': 7.6201925, 'reb': 4.484164, 'ast': 2.6447897, 'threes': 0.46448284, 'stl': 1.2634803, 'blk': 0.0, 'tov': 2.7752252, 'pra': 14.749146}"
Saddiq Bey,NOP,[],[],"{'pts': 9.616156, 'reb': 3.306627, 'ast': 1.7274921, 'threes': 0.67323923, 'stl': 1.4261415, 'blk': 0.36171737, 'tov': 1.8819282, 'pra': 14.650275}"
Sam Merrill,CLE,[],[],"{'pts': 10.905437, 'reb': 2.3850574, 'ast': 3.186361, 'threes': 0.6058704, 'stl': 1.420959, 'blk': 0.0, 'tov': 1.4282765, 'pra': 16.476856}"
Scotty Pippen Jr.,MEM,[],[],"{'pts': 14.600848, 'reb': 4.177677, 'ast': 3.9236364, 'threes': 1.3172486, 'stl': 1.1249433, 'blk': 0.24890521, 'tov': 2.2588913, 'pra': 22.702164}"
Sharife Cooper,WAS,[],[],"{'pts': 14.911035, 'reb': 4.262619, 'ast': 3.4974627, 'threes': 0.74323064, 'stl': 1.2134352, 'blk': 0.16743287, 'tov': 2.2463567, 'pra': 22.671116}"
Sion James,CHA,[],[],"{'pts': 9.935293, 'reb': 4.321411, 'ast': 1.67805, 'threes': 1.1503263, 'stl': 1.1438645, 'blk': 0.3516688, 'tov': 1.6045107, 'pra': 15.934754}"
Svi Mykhailiuk,UTA,[],[],"{'pts': 13.64857, 'reb': 2.9412887, 'ast': 2.1889763, 'threes': 2.3372095, 'stl': 0.60886157, 'blk': 0.32969916, 'tov': 1.3667235, 'pra': 18.778835}"
Taelon Peter,IND,[],[],"{'pts': 11.593339, 'reb': 2.006169, 'ast': 1.7421243, 'threes': 2.470789, 'stl': 0.8047728, 'blk': 0.37456533, 'tov': 0.79440546, 'pra': 15.341633}"
Taylor Hendricks,MEM,[],[],"{'pts': 13.878794, 'reb': 4.1972084, 'ast': 1.8983243, 'threes': 1.8199883, 'stl': 0.9603281, 'blk': 0.42477572, 'tov': 1.6508089, 'pra': 19.974327}"
Terance Mann,BKN,[],[],"{'pts': 10.047827, 'reb': 3.9166577, 'ast': 2.5513666, 'threes': 1.0383177, 'stl': 1.1430845, 'blk': 0.4558479, 'tov': 1.4326638, 'pra': 16.51585}"
Thanasis Antetokounmpo,MIL,[],[],"{'pts': 11.320114, 'reb': 3.9615452, 'ast': 2.038928, 'threes': 0.88465434, 'stl': 0.8560435, 'blk': 0.5241759, 'tov': 1.554025, 'pra': 17.320587}"
Thomas Bryant,CLE,[],[],"{'pts': 11.434435, 'reb': 4.725992, 'ast': 1.8408642, 'threes': 0.7184592, 'stl': 1.0239455, 'blk': 0.6604614, 'tov': 1.5087848, 'pra': 18.001291}"
Tim Hardaway Jr.,DEN,[],[],"{'pts': 9.11684, 'reb': 2.8344986, 'ast': 0.7922784, 'threes': 1.104167, 'stl': 0.97288585, 'blk': 0.19166571, 'tov': 1.2355369, 'pra': 12.743617}"
Trendon Watford,PHI,[],[],"{'pts': 12.878223, 'reb': 4.7923965, 'ast': 2.5897484, 'threes': 1.0436356, 'stl': 1.157465, 'blk': 0.4559521, 'tov': 1.9561999, 'pra': 20.260368}"
Trevor Keels,MIA,[],[],"{'pts': 11.229403, 'reb': 4.0815363, 'ast': 2.0410638, 'threes': 0.87570375, 'stl': 0.8590072, 'blk': 0.5680767, 'tov': 1.5610465, 'pra': 17.352003}"
Tristan Enaruna,CLE,[],[],"{'pts': 11.190988, 'reb': 4.2779636, 'ast': 1.9210896, 'threes': 0.9976552, 'stl': 0.86534756, 'blk': 0.7061246, 'tov': 1.4490254, 'pra': 17.390041}"
TyTy Washington Jr.,LAC,[],[],"{'pts': 10.693564, 'reb': 3.7972548, 'ast': 2.5747013, 'threes': 0.69211936, 'stl': 1.0326971, 'blk': 0.27866286, 'tov': 1.86396, 'pra': 17.065521}"
Tyler Kolek,NYK,[],[],"{'pts': 17.404541, 'reb': 3.6532347, 'ast': 3.9375653, 'threes': 1.8721476, 'stl': 0.48541585, 'blk': 0.68754643, 'tov': 1.1224538, 'pra': 24.99534}"
Tyrese Martin,PHI,[],[],"{'pts': 9.455142, 'reb': 3.42469, 'ast': 1.5614076, 'threes': 1.5766239, 'stl': 0.47289503, 'blk': 0.29449672, 'tov': 1.4477904, 'pra': 14.44124}"
Tyrese Maxey,PHI,[],[],"{'pts': 22.17696, 'reb': 3.5373933, 'ast': 4.2748837, 'threes': 2.6119356, 'stl': 1.3486618, 'blk': 0.44566125, 'tov': 2.4868624, 'pra': 29.989237}"
Tyrese Proctor,CLE,[],[],"{'pts': 12.5040245, 'reb': 2.9295309, 'ast': 2.199683, 'threes': 1.5696335, 'stl': 0.78986126, 'blk': 0.7900732, 'tov': 1.0589244, 'pra': 17.633238}"
Tyus Jones,DEN,[],[],"{'pts': 7.2395296, 'reb': 3.3464463, 'ast': 2.007468, 'threes': 0.8780078, 'stl': 0.87606776, 'blk': 0.0, 'tov': 1.8304108, 'pra': 12.593444}"
VJ Edgecombe,PHI,[],[],"{'pts': 12.127974, 'reb': 4.693372, 'ast': 2.6162958, 'threes': 0.3775158, 'stl': 1.6579044, 'blk': 0.29960397, 'tov': 2.00977, 'pra': 19.437641}"
Will Riley,WAS,[],[],"{'pts': 14.678803, 'reb': 4.030837, 'ast': 2.5067427, 'threes': 1.559541, 'stl': 1.0283064, 'blk': 0.0128698945, 'tov': 1.9722084, 'pra': 21.216383}"
Yang Hansen,POR,[],[],"{'pts': 9.648942, 'reb': 3.7394965, 'ast': 1.5233369, 'threes': 0.84324723, 'stl': 0.6133401, 'blk': 0.54656994, 'tov': 1.4081696, 'pra': 14.911776}"
Yanic Konan Niederhäuser,LAC,[],[],"{'pts': 12.069769, 'reb': 6.5754843, 'ast': 1.377149, 'threes': 0.32621628, 'stl': 1.1413862, 'blk': 0.65293634, 'tov': 2.006467, 'pra': 20.022402}"
Zeke Nnaji,DEN,[],[],"{'pts': 7.4684324, 'reb': 4.044919, 'ast': 1.3971748, 'threes': 0.5381158, 'stl': 0.78089356, 'blk': 0.45107055, 'tov': 1.3926029, 'pra': 12.910526}"
